Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
406,Angendyr,Lenes,Lenes Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,33017,402.55,515.08,-44.76,-73.38,9,12°C,Paris (France),,,,walls,plaza,,,{t1:bendy-or-purpure;charges:[{charge:crossPatonce;t:gules;p:e;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Angendyr&population=33017&size=49&seed=8820546000406&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
407,Evernoyri,Lenes,Lenes Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,1026,432.86,518.73,-45.71,-65.45,81,11°C,Antwerp (Belgium),,,,,plaza,,,{t1:vert;ordinaries:[{ordinary:bendlet;t:or;line:engrailed}];charges:[{charge:billet;t:gules;p:joe;size:0.3}];shield:spanish},https://watabou.github.io/city-generator/?name=Evernoyri&population=1026&size=13&seed=8820546000407&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
408,Skjergar,Hvolsda,Hvolsda Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,8833,633.8,533,-49.45,-12.87,9,10°C,London (England),,,,,plaza,,,{t1:argent;shield:spanish},https://watabou.github.io/city-generator/?name=Skjergar&population=8833&size=30&seed=8820546000408&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
409,Hvamsund,Hvolsda,Hvolsda Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,5529,594.39,534.81,-49.92,-23.18,49,9°C,Copenhagen (Denmark),,,,,plaza,,,{t1:azure;division:{division:perBend;t:argent;line:straight};charges:[{charge:horseSalient;t:or;p:lm;t2:or;divided:counter;size:0.7}];shield:spanish},https://watabou.github.io/city-generator/?name=Hvamsund&population=5529&size=25&seed=8820546000409&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
410,Kansvikhol,Lenes,Lenes Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,10459,469.11,544.16,-52.37,-55.96,144,7°C,Montreal (Canada),,,,,,,,{t1:sable;charges:[{charge:frog;t:or;p:e;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Kansvikhol&population=10459&size=31&seed=8820546000410&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
411,Grenenes,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,13022,226.51,574.8,-60.38,-119.44,4,3°C,Tromsø (Norway),,,,walls,,,,{t1:argent;charges:[{charge:roundel;t:gules;p:e;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Grenenes&population=13022&size=34&seed=8820546000411&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
412,Gonesda,Hvolsda,Hvolsda Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,2027,566.93,586.13,-63.35,-30.37,100,0°C,Murmansk (Russia),,,,,plaza,,,{t1:azure;division:{division:perPale;t:argent;line:potentyDexter};charges:[{charge:crossLatin;t:or;p:jo;divided:counter;size:0.7}];shield:spanish},https://watabou.github.io/city-generator/?name=Gonesda&population=2027&size=17&seed=8820546000412&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
413,Misbakhol,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,2237,328.85,593.42,-65.26,-92.66,9,1°C,Arkhangelsk (Russia),,,,,,,,{t1:gules;ordinaries:[{ordinary:cross;t:argent;line:straight}];charges:[{charge:mastiffStatant;t:azure;p:behdf;t2:azure;t3:azure;size:0.3}];shield:spanish},https://watabou.github.io/city-generator/?name=Misbakhol&population=2237&size=18&seed=8820546000413&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
414,Schobel,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,8032,475.33,114.58,60.02,-54.33,25,-5°C,Snag (Yukon),,,,,,,,{t1:or;ordinaries:[{ordinary:bordure;t:azure}];charges:[{charge:fan;t:or;p:ABCDEFGHIJKL;t2:or;size:0.18}];shield:pavise},https://watabou.github.io/city-generator/?name=Schobel&population=8032&size=28&seed=8820546000414&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
415,Fuchuse,Shinawa,Shinawa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,4277,743.17,130.13,55.95,15.74,25,-4°C,Yellowknife (Canada),,,,,,,,{t1:argent;ordinaries:[{ordinary:pale;t:purpure;line:straight}];charges:[{charge:sunInSplendour2;t:or;p:beh;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Fuchuse&population=4277&size=22&seed=8820546000415&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
416,Obumizuni,Sarajira,Sarajira Province,Yugure,Empire of Yugure,Shin,Pelor,towns,4300,1014.18,119.86,58.64,86.65,81,-5°C,Snag (Yukon),,,,,plaza,,,{t1:or;charges:[{charge:horsePassant;t:azure;p:e;t2:sable;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Obumizuni&population=4300&size=22&seed=8820546000416&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
417,Ebhau,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,4749,503.35,138.1,53.87,-47,81,0°C,Murmansk (Russia),,,,walls,plaza,,,{t1:chequy-argent-vert;ordinaries:[{ordinary:bend;t:azure;line:straight}];charges:[{charge:wolfStatant;t:argent;p:e;t2:argent;t3:argent;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Ebhau&population=4749&size=23&seed=8820546000417&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
418,Kawa,Shinawa,Shinawa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,5981,722.5,142.3,52.77,10.33,64,0°C,Murmansk (Russia),,,,walls,plaza,,,{t1:or;charges:[{charge:pique;t:sable;p:e;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kawa&population=5981&size=25&seed=8820546000418&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
419,Tamika,Sarajira,Sarajira Province,Yugure,Empire of Yugure,Shin,Pelor,towns,943,1078.9,143.2,52.53,103.58,16,0°C,Murmansk (Russia),,,,,plaza,,,{t1:purpure;charges:[{charge:cock;t:or;p:e;t2:argent;t3:or;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Tamika&population=943&size=13&seed=8820546000419&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
420,Toyosawa,Shinawa,Shinawa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,3875,748.68,170.7,45.34,17.18,121,3°C,Tromsø (Norway),,,,,plaza,,,{t1:or;division:{division:perPale;t:vert;line:arched};charges:[{charge:mascle;t:azure;p:e;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Toyosawa&population=3875&size=22&seed=8820546000420&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
421,Dornsbad,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Selûne,towns,2993,432.3,179.27,43.1,-65.59,64,7°C,Montreal (Canada),,,,walls,plaza,,,{t1:purpure;charges:[{charge:owlDisplayed;t:argent;p:e;t2:argent;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Dornsbad&population=2993&size=20&seed=8820546000421&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
422,Dorstadbad,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,towns,3100,511.87,179.76,42.97,-44.77,225,6°C,Stockholm (Sweden),,,,,,,,{t1:bendy-argent-sable;ordinaries:[{ordinary:pall;t:vert}];shield:pavise},https://watabou.github.io/city-generator/?name=Dorstadbad&population=3100&size=20&seed=8820546000422&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
423,Higami,Shinawa,Shinawa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,4239,757.09,182,42.38,19.38,196,6°C,Stockholm (Sweden),,,,,plaza,,,{t1:azure;ordinaries:[{ordinary:bend;t:argent;line:straight}];charges:[{charge:pot;t:argent;p:cg;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Higami&population=4239&size=22&seed=8820546000423&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
424,Oyoyokaka,Tokani,Tokani Prefecture,Yugure,Empire of Yugure,Shin,Pelor,towns,23636,834.02,172.79,44.79,39.51,841,2°C,Anchorage (Alaska),,port,citadel,,,,,{t1:gules;division:{division:perFess;t:or;line:straight};ordinaries:[{ordinary:bordure;t:argent}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Oyoyokaka&population=23636&size=43&seed=8820546000424&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.44
425,Anbetsu,Yamatsu,Yamatsu Prefecture,Yugure,Empire of Yugure,Shin,Pelor,towns,729,999.29,181.58,42.49,82.75,289,5°C,Harbin (China),,,,,plaza,,,{t1:argent;division:{division:perCross;t:vert;line:embattledGhibellin};charges:[{charge:camel;t:sable;p:e;t2:sable;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Anbetsu&population=729&size=12&seed=8820546000425&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
426,Titerkendin,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,5713,464.53,189.17,40.51,-57.16,400,6°C,Stockholm (Sweden),,,,walls,plaza,,,{t1:gules;charges:[{charge:lozengeFaceted;t:or;p:behdf;size:0.4}];shield:pavise},https://watabou.github.io/city-generator/?name=Titerkendin&population=5713&size=25&seed=8820546000426&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
427,Schweiamtten,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,985,482.63,185.27,41.53,-52.42,100,8°C,Prague (Czechia),,,,,,,,{t1:azure;ordinaries:[{ordinary:pall;t:argent}];charges:[{charge:boarHeadErased;t:sable;p:jleh;t2:or;t3:argent;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Schweiamtten&population=985&size=13&seed=8820546000427&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
428,Tawama,Shinawa,Shinawa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,715,702.42,185.26,41.53,5.08,121,8°C,Prague (Czechia),,,,,,,,{t1:argent;charges:[{charge:pegasus;t:gules;p:e;t2:gules;t3:gules;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Tawama&population=715&size=12&seed=8820546000428&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
429,Kuriyakasa,Shinawa,Shinawa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,2935,730.19,194.51,39.11,12.35,64,10°C,London (England),,,,,plaza,,,{t1:or;division:{division:perPile;t:sable;line:barby};charges:[{charge:shears;t:gules;p:e;divided:counter;size:0.7}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kuriyakasa&population=2935&size=19&seed=8820546000429&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
430,Vilheimen,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,towns,1344,541.97,214.11,33.98,-36.9,121,14°C,Washington (D.C.),,,,,plaza,,,{t1:purpure;charges:[{charge:arrow;t:argent;p:jln;t2:argent;t3:argent;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Vilheimen&population=1344&size=15&seed=8820546000430&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
431,Gernsteig,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,12730,556.12,218.99,32.71,-33.2,169,14°C,Washington (D.C.),,,,,plaza,,,{t1:purpure;division:{division:perPile;t:argent;line:bevilled};shield:pavise},https://watabou.github.io/city-generator/?name=Gernsteig&population=12730&size=34&seed=8820546000431&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
432,Satsu,Tokani,Tokani Prefecture,Yugure,Empire of Yugure,Shin,Pelor,towns,2985,839.05,222.32,31.83,40.83,841,10°C,London (England),,,,walls,,,,{t1:argent;division:{division:perCross;t:sable;line:invecked};charges:[{charge:lionPassant;t:gules;p:jo;t2:gules;t3:gules;divided:counter;size:0.7}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Satsu&population=2985&size=20&seed=8820546000432&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
433,Tsuzen,Shifu,Shifu District,Yugure,Empire of Yugure,Shin,Pelor,towns,6991,956,214.85,33.79,71.43,576,11°C,Antwerp (Belgium),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:pall;t:sable}];charges:[{charge:pique;t:purpure;p:BCKFEILGJbdmfo;size:0.18}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Tsuzen&population=6991&size=27&seed=8820546000433&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
434,Imikobuno,Nishiwa,Nishiwa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,7367,1030.69,216.49,33.36,90.97,1600,5°C,Harbin (China),,,,,,,,{t1:argent;ordinaries:[{ordinary:canton;t:purpure}];charges:[{charge:hook;t:argent;p:y;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Imikobuno&population=7367&size=28&seed=8820546000434&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
435,Rishi,Kanu,Kanu Province,Yugure,Empire of Yugure,Shin,Pelor,towns,3078,1107.94,218.53,32.83,111.18,144,14°C,Washington (D.C.),,,,,plaza,,,{t1:sable;charges:[{charge:axe;t:or;p:e;t2:or;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Rishi&population=3078&size=20&seed=8820546000435&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
436,Gothengswald,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,towns,740,526.39,231.9,29.33,-40.98,576,12°C,Paris (France),,,,,,,,{t1:gules;charges:[{charge:sextifoil;t:argent;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Gothengswald&population=740&size=12&seed=8820546000436&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
437,Kara,Oita,Oita Province,Yugure,Empire of Yugure,Shin,Pelor,towns,7890,911.81,225.61,30.97,59.87,1024,9°C,Copenhagen (Denmark),,,,,plaza,,,{t1:gules;charges:[{charge:scale;t:or;p:def;t2:or;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kara&population=7890&size=28&seed=8820546000437&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
438,Namano,Kanu,Kanu Province,Yugure,Empire of Yugure,Shin,Pelor,towns,2797,1079.48,228.08,30.33,103.73,324,14°C,Washington (D.C.),,,,walls,plaza,,,{t1:argent;division:{division:perCross;t:azure;line:nebuly};charges:[{charge:scrollClosed;t:sable;p:jlmo;t2:sable;divided:counter;size:0.6}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Namano&population=2797&size=19&seed=8820546000438&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
439,Tasuniya,Nisho,Korika Province,Yugure,Empire of Yugure,Shin,Pelor,towns,7771,820.21,233.58,28.89,35.9,784,13°C,Milan (Italy),,,,,plaza,,,{t1:argent;charges:[{charge:wolfHeadErased;t:gules;p:e;t2:gules;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Tasuniya&population=7771&size=28&seed=8820546000439&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
440,Misaharami,Nisho,Korika Province,Yugure,Empire of Yugure,Shin,Pelor,towns,14582,830.35,237.46,27.87,38.55,841,13°C,Milan (Italy),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:saltireParted;t:azure;line:straight}];charges:[{charge:bow;t:argent;p:e;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Misaharami&population=14582&size=36&seed=8820546000440&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
441,Agimakarai,Oita,Oita Province,Yugure,Empire of Yugure,Shin,Pelor,towns,1071,886.04,239.35,27.38,53.12,1024,11°C,Antwerp (Belgium),,,,walls,,,,{t1:azure;division:{division:perSaltire;t:or};charges:[{charge:pique;t:argent;p:bhdf;divided:counter;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Agimakarai&population=1071&size=13&seed=8820546000441&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
442,Kune,Matsuno,Matsuno Province,Yugure,Empire of Yugure,Shin,Pelor,towns,15181,1187.03,236.17,28.21,131.87,25,18°C,Barcelona (Spain),,,,,plaza,,,{t1:or;division:{division:perBend;t:gules;line:straight};charges:[{charge:pique;t:purpure;p:l;size:0.7};{charge:sabre2;t:argent;p:m;size:0.7;reversed:1}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kune&population=15181&size=36&seed=8820546000442&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
443,Naga,Shiranaizu,Kawaseko Province,Yugure,Empire of Yugure,Shin,Pelor,towns,5656,860.43,249.29,24.78,46.42,576,17°C,Lisbon (Portugal),,,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:bendlet;t:gules;line:embattledNotched}];charges:[{charge:pique;t:argent;p:joe;size:0.3}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Naga&population=5656&size=25&seed=8820546000443&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
444,Nishima,Kama,Kama Province,Yugure,Empire of Yugure,Shin,Pelor,towns,10486,1048.26,252.67,23.89,95.57,49,21°C,Tegucigalpa (Honduras),,port,,,plaza,,,{t1:purpure;division:{division:perSaltire;t:or};charges:[{charge:crossHummetty;t:argent;p:bh;divided:counter;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Nishima&population=10486&size=31&seed=8820546000444&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=0.88
445,Rohrtal,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Selûne,towns,2318,331.37,272.3,18.76,-92,49,27°C,Mogadishu (Somalia),,,,,plaza,,,{t1:argent;division:{division:perBend;t:azure;line:straight};charges:[{charge:saw;t:sable;p:l;t2:sable;size:0.7};{charge:lambPassantReguardant;t:or;p:m;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Rohrtal&population=2318&size=18&seed=8820546000445&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
446,Moromiwai,Kama,Kama Province,Yugure,Empire of Yugure,Shin,Pelor,towns,1675,1048,278.4,17.16,95.5,9,27°C,Mogadishu (Somalia),,,,,,,,{t1:sable;charges:[{charge:wheel;t:argent;p:abcpqh;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Moromiwai&population=1675&size=16&seed=8820546000446&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
447,Geien,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,10572,564.94,288.59,14.5,-30.89,169,26°C,Jakarta (Indonesia),,port,,,,,,{t1:azure;charges:[{charge:caravel;t:argent;p:kn;t2:argent;t3:or;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Geien&population=10572&size=32&seed=8820546000447&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.19
